Apartment ID,Location,Price,Size (sqft),Bedrooms,Bathrooms,Rooms,Has Balcony,Has Parking,Floor Level,Sale Date,Condition,Owner Name,Email,Phone,Has Elevator
920b06c2-901b-498f-b739-a1effe9869f6,New York,,,,,,False,True,Ground,2020-03-09,,Amy Gonzales,crystal99@example.net,+1-202-398-9241x906,
91ced51d-d2c2-471e-8e1b-5d121bdcd327,Seattle,,3646.0,1.0,3.0,,True,,Third,2023-04-14,,Craig Larson,,286-204-3660x58647,
c500cd0c-2add-418a-b9e5-7096ed950799,Boston,668112.0,,5.0,,,False,,,2023-02-15,Old,Richard Brown,rojasrebecca@example.org,(464)348-6013x551,True
6e468653-bed5-4c47-b4d9-98254d58bf08,Austin,,3851.0,,,,,,Third,2023-11-24,Old,Katie Pope,,,True
31d6201a-8b33-4fd6-8e0c-5f13a2b821dc,,,,,4.0,,,,Ground,2020-05-16,Needs Renovation,Logan Rodriguez,,5173477674,True
224f3447-06aa-44f2-9b7f-a0141b0392a3,Seattle,702100.0,3464.0,2.0,,,False,False,First,2024-09-19,,Rachel Kelley,melissa95@example.net,,True
4709e0d6-59d4-47cc-92d7-5a8ef6216820,New York,,,5.0,3.0,4.0,,True,Third,2020-11-30,Needs Renovation,David Carlson,nharris@example.com,8166044534,True
fc13b7a1-c309-4924-8dc8-e09930088cb8,Houston,,,3.0,1.0,2.0,,False,Second,2023-10-05,Needs Renovation,Megan Mays,sgarza@example.org,837.206.6101x7477,True
649bdb5e-914e-4e3a-881d-f66379c11157,Miami,,,3.0,3.0,7.0,,,First,2021-04-02,Needs Renovation,Elizabeth Shepard,,,True
4bd8442f-da9f-4966-afc2-f7e60f056ea8,Seattle,,3163.0,4.0,2.0,,False,False,Second,2024-03-14,New,David Mann,perezbetty@example.net,580-771-4071,False
63560884-abc9-402d-a07d-9f3f5455ea7f,Chicago,949850.0,2317.0,5.0,4.0,6.0,False,,First,2024-06-23,Old,Calvin Johnson,lindsay56@example.com,(318)489-6735,False
cef61b0e-490b-49a2-917e-06488302f2b5,Houston,480038.0,2869.0,,,2.0,False,True,Second,2024-01-31,Old,Nicholas Ford,flewis@example.net,730.915.0122x82134,False
a333783a-a6e7-4083-84de-29f4f87446dd,Miami,,1497.0,3.0,1.0,8.0,True,False,First,2021-08-31,Old,Christina Jones,john30@example.net,(529)215-7967x25505,True
e16ba4a5-5adf-4776-a1bc-b045ce49951e,Austin,,,,3.0,,,True,Ground,2024-06-21,Old,Leslie Bryant,zsantana@example.org,420.208.1285,True
e3bc88d2-5134-458a-adcd-7d8acf2221c1,Los Angeles,374405.0,,2.0,1.0,,,True,Second,2023-09-09,New,Claudia Jackson,timothybrown@example.net,+1-535-657-6155,
d85d2ed7-e3a0-4e48-9ef1-e090f6420349,Los Angeles,414587.0,,4.0,2.0,8.0,True,,First,2020-02-19,New,Cameron Mejia,vmccoy@example.org,972.469.0773x43927,False
afd87f8d-2029-4e14-a046-62b2816d98d0,Boston,384276.0,,,,3.0,,True,,2021-09-14,New,Joseph Hoffman,pgarcia@example.org,(905)602-2772,True
75e684d1-66d4-44ee-b139-f045259b0fc0,Chicago,,1057.0,,,3.0,True,,Second,2024-11-20,,Nicole Thompson,lopezalexander@example.org,(773)578-6219x528,True
953d24c0-cd7d-42c7-8434-005eb0467c1c,Dallas,120342.0,,5.0,,3.0,,True,Ground,2024-11-18,New,Joshua Little,adavis@example.com,990.351.0385,True
d079bb1d-b142-4074-9ee1-df7471e75899,New York,,,4.0,2.0,,,,Ground,2024-02-16,New,Destiny Joseph,jonathanwatson@example.net,549.531.1774x7964,False
2e7cf33e-b4b5-4e97-bba1-c660f2a10668,Seattle,603485.0,,3.0,2.0,,,False,Third,2021-12-17,Old,Denise Dean,sharon27@example.org,(450)816-6986,False
99cec15f-2e19-41a4-a5b6-927fe2e4a7ba,Boston,,1458.0,3.0,3.0,7.0,True,True,Second,2023-08-25,Needs Renovation,John Perkins,swatson@example.com,+1-575-961-4471x4048,True
81e9e485-0dd2-4e79-a3e7-566deb173287,,907643.0,3817.0,,3.0,,True,,Penthouse,2020-10-15,Old,Alexander Thomas,robbinsluis@example.net,,True
6216a472-50d4-4f1a-bb51-bd10e96904e4,San Francisco,,,1.0,,,,,Penthouse,2022-12-29,Old,Shelley Taylor,janetwheeler@example.org,267.729.5800x2702,True
7e67af63-744b-4b56-8cd1-1f827023607b,New York,,1299.0,1.0,,,False,False,Second,2021-06-08,New,Madeline Hernandez,qtorres@example.com,+1-291-290-4214x85033,False
2e2e73ef-44af-49f0-90c8-eba41ff3530d,Chicago,200764.0,2000.0,2.0,,2.0,True,False,Penthouse,2021-10-05,Renovated,Susan Brown,lauriebarrera@example.net,001-917-651-1716x6517,
6f267704-a9f9-4d66-bd84-6bade4c52c17,Chicago,211421.0,,1.0,3.0,,False,False,,2021-10-05,Renovated,Cole Lloyd,tammybishop@example.net,,True
c47ca5a3-5a67-4fe6-98ce-9e584df3bc57,Boston,801181.0,1624.0,,,,False,False,First,2020-09-01,New,Jessica Brown,andrewbullock@example.net,,True
bc5114bc-6014-41fc-b1c2-bfa3517a8b68,Chicago,,,,,4.0,False,True,,2020-07-10,Old,Sean Knox,guzmankaitlin@example.org,(713)913-4488x9722,True
2de2d0e5-8f54-4e1f-8976-23fbc6bdad35,Miami,,3362.0,3.0,,,,,Ground,2020-04-02,New,Christine Duarte,tracycampbell@example.com,(476)971-2500,False
bd50a8db-735c-408d-ae81-1cf1dd388d35,Chicago,,2756.0,,,,,True,Second,2021-08-14,,James Stone,hodgesemily@example.org,2108467941,True
b8f9cfa0-9803-4b96-ba5e-431a32d4e723,Boston,141589.0,3230.0,,2.0,7.0,,,,2022-05-21,Needs Renovation,Andrew Brown,morganfrey@example.net,(638)707-7800,True
6be0bc65-360e-4542-8e69-2a843c1084bf,Chicago,976356.0,,,4.0,9.0,True,True,,2020-09-29,New,James Marshall,vgomez@example.net,,
6cd5fca6-fceb-46a7-b854-aab7b7a39573,Houston,,3369.0,,1.0,7.0,False,False,First,2024-03-27,New,Gary Wheeler,davidreynolds@example.net,996-556-4375x487,False
18827501-103e-4efc-ab02-9a9c3b6de879,Los Angeles,949345.0,769.0,,,,True,True,,2023-09-17,,Nathaniel Walker DDS,jennifer01@example.net,+1-487-607-6292x1674,False
f5846b78-346c-4f24-a923-d3ae2cdac554,Austin,439380.0,,,,,True,True,Ground,2020-05-04,Renovated,Amanda Hebert,jtrevino@example.net,764.232.7023x18839,True
77118381-f1b3-4230-bbe5-2dc7c94da13d,Boston,670242.0,,,2.0,7.0,,True,First,2024-02-05,Renovated,Logan Edwards,flevy@example.com,+1-874-794-0690x56085,
4099bc66-c455-4a13-96ba-380fdef39348,,,595.0,5.0,,5.0,True,True,Second,2022-07-29,Needs Renovation,Vanessa Smith,joseph68@example.org,,True
fc021291-cf1c-4c1e-a917-0c652e18c437,Los Angeles,,2276.0,,2.0,5.0,,,First,2024-01-17,New,Stacy Molina,margaret75@example.com,(473)889-9484x335,True
ea835283-26b0-4286-9237-d09ffbc31f4f,Chicago,,2938.0,2.0,4.0,4.0,,False,Penthouse,2022-07-01,Renovated,George Vaughn,rickystanley@example.com,943-462-9953x65944,
61e14bc9-aa87-4167-bd4b-d8a2bcfa2da9,New York,274640.0,1232.0,,,5.0,True,,Ground,2022-09-04,,Bridget Burgess,baileytiffany@example.org,7563609330,
0dc24d42-34ae-4d38-8cec-78cc5ef42b11,Seattle,145711.0,,,2.0,10.0,False,False,Ground,2023-05-21,New,Samantha Davis,gclements@example.org,925-583-2838x8996,
f9da9c66-099c-4b4b-a3b5-506e56bd80e3,Houston,,1754.0,,3.0,,False,False,First,2021-09-16,Old,Michael Cannon,stacycombs@example.com,001-428-693-4015x834,True
fb8d2d54-79ae-44a2-9391-14b7fc8e3239,Seattle,491844.0,,1.0,4.0,,True,False,Second,2023-05-21,New,Kayla Griffin,cooperkelly@example.org,708.819.3607,True
f99fcba0-a072-4cb6-ba89-526c25ce226c,Boston,,,,2.0,10.0,,,Second,2021-05-18,Old,Thomas Thomas,jermainegreen@example.com,,
98c44b8a-a1e6-44fd-a661-86712568f89d,Boston,512747.0,3464.0,1.0,,,False,True,Penthouse,2024-05-23,Renovated,Casey White,rogerwilson@example.net,+1-686-478-1324x08543,
373681ae-ce25-45a8-b791-b67f7f497ae6,San Francisco,,,3.0,,,,,,2023-11-16,New,Jessica Joyce,cmartin@example.org,001-946-303-4133,False
dfe3eec5-f33d-4ffe-b163-42e33db42f4a,Seattle,342919.0,2192.0,5.0,1.0,9.0,False,True,,2020-06-16,,Timothy Martinez,wongjennifer@example.org,001-390-335-7889,True
dd4250f3-5327-4805-b3fd-4f89f5ae4781,Los Angeles,,1138.0,5.0,,8.0,True,True,Penthouse,2024-04-12,Renovated,Stephanie Coleman,fskinner@example.net,810.331.6539,
3a43bd18-1a48-46f3-9dc1-1d695a56e08b,New York,,,,1.0,8.0,,,,2024-09-19,Renovated,Ricardo Barnes,lowerydouglas@example.net,7058313145,
1d3e9453-a8b7-4ce6-abfa-fdfc6979eba2,Miami,439833.0,,,,,,False,Second,2022-06-24,Old,Juan Shaw,,(211)408-9559x339,True
0f114721-3ed9-470d-a841-7f33cb8a4c3f,Chicago,143906.0,,1.0,,3.0,,True,Third,2023-04-19,,Rachel Miller,grivas@example.net,(626)582-8073x711,
f90f9a3c-693e-4514-86fd-8d9fecfc780e,Dallas,399882.0,1865.0,,4.0,6.0,,False,First,2024-08-07,Old,Taylor Flores,shenderson@example.net,+1-483-743-1524,
61207046-2043-4928-896e-320b020669c9,,662095.0,710.0,,2.0,,False,,Second,2024-09-22,Renovated,Ashley Thomas,,(882)221-7956,True
275de91d-5b62-4aba-9702-1bab6e280c03,New York,,,5.0,,9.0,False,,First,2020-10-09,Needs Renovation,Courtney Jones,juan51@example.net,,False
c11f6376-c171-4154-8619-0985f0fe7911,Houston,,,,,,,True,First,2023-12-20,Renovated,Randy Lynch,jeffreysandoval@example.net,4412174249,False
1d2e4a3b-6468-4249-9f24-02ab1cdb8cd5,Dallas,,2820.0,,3.0,,False,,Ground,2020-07-28,Needs Renovation,Pamela Rodriguez,xfoley@example.org,692.799.5193x404,
dee8d9ed-3d7c-40e1-a7f6-70719568c0bb,Houston,,2472.0,5.0,,2.0,True,True,,2024-10-17,Old,Susan Clark,cannonkristina@example.com,9712789835,
a4d8b74c-c381-4fb7-ad6b-1e35ff463487,Los Angeles,,2518.0,,4.0,8.0,True,True,Second,2023-11-26,,Jonathan Acevedo,chaneyearl@example.com,920.355.9587x937,
a5326883-000d-4e78-8ea6-4e7ea6754a61,Dallas,229738.0,,1.0,2.0,,True,False,Third,2022-05-26,New,Kathryn Farmer,greentaylor@example.net,(750)897-5247x920,
860da067-be77-4692-8bcd-62daa61f6068,Chicago,,1981.0,2.0,1.0,,False,,Second,2021-05-05,Needs Renovation,Courtney Carter,klee@example.org,+1-934-993-1401x43996,
80ab6727-63b9-488a-94bf-a5f71f3853eb,,455018.0,,2.0,4.0,,False,False,Penthouse,2021-02-06,New,Erin Cross,hilldouglas@example.com,+1-954-949-6106,
2d714969-c535-4ded-9092-c373850169bc,Miami,,,,,,False,,First,2020-06-30,Renovated,Dr. Robert Wilson DDS,hclark@example.net,341-412-1724x524,True
1d2d69bf-dece-4a70-b954-ace7fd048a32,Los Angeles,,,4.0,3.0,2.0,,True,Ground,2023-08-07,,Joshua Waters,,+1-364-758-8557,False
6862a0a5-0e90-429d-8e21-0ce07af79830,New York,,,,,9.0,,,Penthouse,2021-09-03,New,Billy Banks,ortizscott@example.org,001-745-803-5673x4661,True
441c6fef-2fe4-429b-99f1-e06ae032e168,Austin,,3164.0,3.0,,2.0,,False,,2021-07-17,,Bobby Johnson,qcalderon@example.org,,False
a01dd056-523d-47f3-938e-02510c1a0d38,San Francisco,181585.0,3569.0,3.0,,3.0,False,True,Ground,2023-03-20,New,Jonathan Sheppard,phillipsrita@example.net,001-515-972-4529x1692,False
508672f4-384b-46d4-a102-e1301944018a,Houston,,,,,,False,,,2024-11-18,Old,William Trujillo,jonathan27@example.com,+1-959-767-0964x5390,False
bb466b1a-fa47-435d-8f75-93e06b3d406a,San Francisco,651557.0,,,2.0,8.0,True,,First,2020-08-19,Renovated,Heather Gonzalez,pagejulia@example.net,(424)773-3752x8305,
22ea60a0-2d6c-44a7-be44-449fcf1c0820,,,,,4.0,2.0,True,False,Second,2021-09-17,,Andrew Berger,williamcamacho@example.com,001-621-295-3926x968,False
ef2bcb27-13d2-4f13-99c0-a5a2046fca8a,San Francisco,,1428.0,,,,,False,First,2021-07-20,New,Shannon Deleon,eric26@example.com,324.464.5772x7856,
9506b477-d443-4933-8897-75a1854f146a,Austin,,,1.0,2.0,,,,First,2022-09-02,,Dr. Eddie Choi,skane@example.org,,
fe13fa05-4371-4f83-a9c7-35b5c7455d6a,New York,,,,,9.0,False,True,Penthouse,2020-02-14,,Cheryl Carr,collin83@example.org,001-566-467-9091x22028,False
8ef7f790-32ef-47ff-ad3a-d3474ea11f0f,Chicago,931483.0,,5.0,,,,,First,2021-03-10,New,Michelle Harrington,mataheather@example.com,291-544-3637x07569,
7b5fcbd4-b661-4bd9-a812-17bd628c88dc,New York,107255.0,,,,,False,True,Third,2023-09-05,Old,Nathan Bishop,michelle18@example.org,+1-747-513-6831,False
b4d28cf3-e529-4bdd-9b1c-acd0f94b229e,Houston,930299.0,977.0,1.0,3.0,6.0,,False,,2021-02-19,Old,Terri Jones,kerrzachary@example.net,+1-316-640-2389x915,False
844453e3-03e4-403a-8e9b-4f4150fc0d98,Chicago,263828.0,734.0,3.0,1.0,,False,,Penthouse,2021-01-06,Old,Colin Anderson,gcollier@example.net,882-269-1208x1418,False
48765e9f-7516-4925-88f0-552cdc422dba,New York,627706.0,3248.0,3.0,3.0,,,False,Second,2023-03-06,New,David Scott,ijones@example.net,001-451-907-1495x29485,False
0d876aa0-429c-4056-9fca-542b91a33d0f,Boston,,,1.0,1.0,3.0,,,Penthouse,2022-03-07,Needs Renovation,Kelly Edwards,shatfield@example.net,382.730.8737x49300,True
16a22da9-5f5b-4a70-9ccd-eafc2732a8f3,Chicago,,,,,10.0,False,,Second,2024-02-25,Old,Jason Ramirez,brussell@example.com,,False
87e6e90c-fced-4853-843f-c3a41ef79801,Miami,,,,3.0,,True,True,First,2021-08-23,Needs Renovation,Gina Yates,wellskenneth@example.com,8902654960,
51b1dcbe-3be8-4a21-9410-86e257b42a25,Miami,692713.0,,1.0,,4.0,,True,Third,2021-12-15,Old,Amber Mitchell,griffincrystal@example.com,,False
5ffa412e-e996-4be9-a6f2-53b52d3b5588,Austin,307628.0,612.0,3.0,,7.0,False,True,Penthouse,2023-09-08,Needs Renovation,Linda Ruiz,stephanierussell@example.net,(866)921-8266,False
4cab4571-d7ba-4e75-87b4-f36287710812,Dallas,,,,,4.0,False,True,,2022-07-04,Old,Terry Singleton,privers@example.org,921.300.8886x85397,False
56e95bec-aad2-480c-b18b-f755d7aea58c,New York,,,,,7.0,True,False,Penthouse,2023-02-25,Needs Renovation,Charles Gonzalez,jwyatt@example.com,001-767-775-2392,
afc3281a-45ca-4fdc-a8b1-5450495bbb17,San Francisco,,,,,6.0,True,False,Penthouse,2020-08-12,,Michael Kennedy,yrogers@example.net,234-759-8776x6730,False
c8dbb5dc-3b00-48d4-8ed8-712ca93766c2,Austin,928188.0,1334.0,3.0,4.0,,False,False,Second,2020-05-08,Needs Renovation,Jeffrey Allen,dreed@example.org,8864698350,False
4c4cf94a-35d2-428c-9755-d9c7643bacc9,Boston,,3937.0,,3.0,4.0,True,False,Ground,2024-11-15,Needs Renovation,Anthony Glover II,richard07@example.com,339-283-4437x57665,False
5f96c891-4a62-4bdf-83f1-b66a96c6a8dd,Houston,,1896.0,,2.0,,True,False,Third,2021-09-03,,Caitlin Joyce,ricky24@example.com,3864305742,False
d3b3d315-32e0-4d59-a1cb-7155a0ed9f24,San Francisco,,,,1.0,6.0,,False,,2020-07-16,Renovated,Kerry Banks,maryoneill@example.org,8278696635,False
e2e5f080-33cb-4911-893f-d8c5302d5636,Seattle,788117.0,,4.0,,3.0,False,,Ground,2023-06-27,Renovated,Walter Richards,,+1-347-619-3617,False
43d22de9-765b-4d9e-8384-962c343d08e2,Boston,435033.0,2744.0,,1.0,,False,True,Ground,2022-05-26,Renovated,Maria Blair,pearsonkristin@example.com,(999)217-6145x062,True
83b69a18-6d7f-4219-825a-cd53b621e30f,San Francisco,,,5.0,1.0,,,True,Second,2022-09-20,Renovated,Christopher Taylor,ytaylor@example.com,,
98479f01-4858-4a04-b321-001aaa4249e6,Austin,,3363.0,3.0,2.0,4.0,True,,First,2020-12-19,Renovated,Melinda Young,cpatterson@example.net,839-468-4793x3632,True
d1dcf2e0-f77a-4168-a209-96ddb86c6989,Los Angeles,,,3.0,,8.0,,False,Second,2022-11-04,Renovated,Louis Morris,cruzcraig@example.com,001-587-579-9608x856,
d9b7fa73-d951-4b2c-b5b4-4b1a247dfe18,Houston,,698.0,,1.0,,,True,,2023-04-05,New,Paul Smith,ethomas@example.com,+1-334-663-1715,True
15a7d5d7-086b-4e5e-b13a-fc64595020fa,Dallas,555754.0,,,4.0,7.0,,True,Second,2021-04-25,Renovated,Stephanie Johnston,tmoreno@example.org,627-340-7255,
470e93c2-e337-4afa-b373-b4e306b4b3f8,Houston,,1668.0,1.0,1.0,10.0,,False,Ground,2022-11-29,New,Christian Baird,kennedypatrick@example.com,7258160315,True
3dce9f96-f295-4c46-8840-4b6b765e5cca,,415477.0,,,3.0,,,True,Ground,2020-07-30,New,Dr. Sean Anderson,megan38@example.org,659.891.1681x052,False
3d1f855b-dda6-4c09-a058-2876a3c2bee8,,480484.0,,,,7.0,,,Second,2023-07-31,Needs Renovation,John Wong,melanie65@example.org,,
599d6f2d-a279-4f73-841d-1b0409685215,Houston,,,,,,False,False,Penthouse,2024-04-12,,Mr. Kenneth Jackson,sperez@example.org,842-710-8150,False
fcbc2d0b-1025-415e-a757-9465983232a3,San Francisco,751015.0,,,3.0,,False,,First,2021-07-02,Renovated,Jordan Lang,acevedojohnathan@example.com,001-340-437-6484x16823,True
6e0f2aa0-a345-4cbf-9d28-a80aca743370,New York,,,,3.0,,True,False,,2020-07-17,Old,Craig Cuevas,wdougherty@example.com,(607)444-2048,False
0430572f-c830-43f9-8301-ff87a2e066a4,Los Angeles,,,,3.0,4.0,False,True,Third,2024-02-23,,Andre Hoffman,kcarney@example.com,370-229-3550,False
fede22fd-9f08-4aaf-8388-110b6aa5fec8,Los Angeles,306784.0,2671.0,5.0,,,True,True,First,2024-04-16,Needs Renovation,Robert Burke,pfrancis@example.org,+1-751-756-8687x48169,True
770a42d4-d868-4fa1-b851-d9a836fdff72,Miami,,1646.0,,,,,True,Second,2021-03-29,New,Jacob Frank,jbuckley@example.com,(246)871-8821x19419,
57d48ca1-a91a-4f18-80c3-beade1ff42ef,Boston,,1342.0,2.0,,10.0,True,,Ground,2021-08-16,Old,Tracey White,ccuevas@example.net,457-454-1965x427,True
b92499bc-e367-41c4-b5dc-9f29ba2923d5,Dallas,,851.0,,,,False,,Penthouse,2021-04-26,New,Thomas Harding,wmartin@example.com,+1-328-968-3021x31635,False
4d32e505-3f5b-48fc-853a-cc328c47ed43,Chicago,,,,,,True,False,Third,2022-10-01,New,Daniel Johnson,tmoran@example.org,+1-607-853-8603x66450,
91307b38-7874-4c31-9f24-9fc185007423,,196512.0,1436.0,,3.0,,,,Second,2022-05-06,,Kevin Sims,arthurmcgee@example.net,001-769-929-5919x2040,False
f47f9bbb-5a17-4bdb-89f4-2b5f78968349,Austin,,,3.0,4.0,,False,False,Penthouse,2021-03-30,,Lori Daugherty,williamberry@example.org,735.459.7247x01479,True
8681f5ec-554c-4c33-af7f-4340f6487b39,Dallas,,,3.0,4.0,,,False,Penthouse,2021-10-18,Old,Donna Coleman,,771-297-3209,False
1303f944-25ea-4040-b8b2-45d9c93d423a,Los Angeles,911081.0,1228.0,4.0,3.0,,False,False,Penthouse,2021-03-08,,Kevin Woods,,6923562566,
f5632392-6a23-4669-91da-2bb5a2a9a64d,Chicago,,,5.0,,2.0,True,True,First,2022-12-08,Renovated,Ian Johnson,jamesamanda@example.net,341-989-8994x5311,
acf6a917-8605-4a75-9bc1-2b938f8c81ba,Seattle,,609.0,5.0,1.0,,True,False,Penthouse,2022-01-27,,Alison Hardy,flemingmonica@example.com,844-648-4542x72145,True
687c8131-1683-41e4-b90f-98f08563dd9f,New York,,,,1.0,,,False,Penthouse,2020-10-19,Needs Renovation,Michele Nelson,jerrylewis@example.org,,False
526daeb9-98d3-4e1a-846a-3fe92586fd58,San Francisco,442894.0,,1.0,3.0,,True,False,,2022-11-09,,Laura Barnett,steven51@example.org,3779646974,False
675d7f49-6242-489a-984e-a9e7c09dae93,,917966.0,,,1.0,,True,,Third,2021-03-08,Renovated,Carla Spears,clarkdaniel@example.net,,False
9c4fe1a1-97a1-4d98-a34a-1c51d73d9190,Seattle,,1960.0,,4.0,7.0,True,,Ground,2020-09-25,,Ariel Anderson,lcampos@example.com,001-878-305-3834x42638,True
33a83db1-7fd0-4513-88c2-e54eb1b5665e,,913475.0,3003.0,,,2.0,,,Third,2020-05-24,Renovated,Ms. Stacy Wolf,barnesjessica@example.org,274-731-8443,False
fce34068-f8ec-4597-b4e9-12585db957e5,Boston,,1537.0,,4.0,,,False,Second,2024-05-25,Renovated,Dana Henderson,xfitzpatrick@example.org,644-215-2564,False
11604ea4-19fd-469a-b8c0-5074d915de0c,San Francisco,,1606.0,5.0,,,False,,Second,2023-01-05,Needs Renovation,Jennifer Mitchell,mkim@example.net,8177932836,
f534fd7f-9af9-49b5-91ea-6188a50b20be,Austin,,3181.0,5.0,3.0,,True,True,,2022-03-18,Old,Sharon Carroll,paultate@example.org,568.218.5836x47667,True
7ee6e802-3292-42da-ba31-67a55fef7b22,Boston,,,1.0,,,False,,Penthouse,2023-05-03,,Edward Gonzales,thompsoncharles@example.net,9262980732,True
6f1bff9f-0f5f-42b8-b085-a5d58c9e79e2,New York,102758.0,562.0,2.0,,6.0,False,False,Second,2023-02-02,Old,Kelly Kennedy,kendra34@example.net,,True
510e882d-5fbf-4c7e-8e38-2d5cb8cfb13b,Los Angeles,141163.0,1692.0,,2.0,,True,,First,2021-02-03,,Michele Mccullough,,262-381-3913x0059,True
e5ce7971-3309-4aaa-bb40-f70b04925ada,New York,,1006.0,1.0,,,,,Third,2020-01-26,Old,Sara Green,harveycourtney@example.net,8379162216,True
49531ae4-92c1-4476-9c4b-dbe23140b221,Houston,,,1.0,1.0,,,,Third,2023-05-17,Needs Renovation,Corey Park,taylorjones@example.net,554-440-8117,False
2ab87b29-ff2c-4708-a7c1-caae31002cfa,Seattle,,,,1.0,6.0,False,True,Third,2020-02-07,,Allison Wilkinson,santanacarrie@example.org,,
58ecb6d9-fdd2-4a56-826f-34b85f89b72c,Houston,491346.0,,,4.0,,False,False,Second,2021-03-22,Needs Renovation,Catherine Davis,mwallace@example.com,436.725.0108x723,
14e339d2-2e4c-4674-bb5f-00f771ef8b58,Chicago,,,,4.0,4.0,False,False,Third,2022-01-13,Renovated,Jacqueline Walker,andreabeard@example.net,866.368.1299,
8262d972-8acf-43b5-b1d3-f3b757a8ba0f,,391364.0,901.0,5.0,,8.0,False,True,Ground,2024-09-01,New,Joshua Burton DDS,bwilliams@example.org,001-244-250-8751x3547,
ba8d0f14-c948-4ad5-97d0-bb8c3228db8d,Los Angeles,,,,,10.0,,,Penthouse,2023-03-30,Needs Renovation,Suzanne Campbell,thomasvazquez@example.net,273.308.8068,
ba08a3a9-7b52-4256-9fdc-56e19fc977ec,Seattle,819077.0,1581.0,,3.0,,False,,Ground,2020-12-08,Renovated,Michele Rodriguez,tobrien@example.net,001-538-270-5049x551,True
e46ecd0a-6fe0-4298-8a7d-0c7019321b64,,239479.0,970.0,,,,False,True,Ground,2020-01-09,New,Joseph Sanchez,kayla42@example.net,701-389-3933x045,True
6145c0dc-c7d0-4c84-830c-d6b5fa40994a,Houston,,565.0,2.0,4.0,,False,True,Second,2020-12-27,Renovated,Steven Williams,corygonzalez@example.net,447-738-7618,
d6f3172c-b591-4964-ba5c-ee9ebffc8d80,Dallas,,1316.0,3.0,2.0,,,,,2022-01-23,New,Margaret Gross,bensoncorey@example.net,438-988-6489,
8df3a26a-21f9-42ee-8427-d8733fc865d7,,,955.0,5.0,1.0,,False,,Third,2020-06-18,Old,Kimberly Quinn,spencer40@example.org,+1-950-837-2528x6251,True
a2bbe57d-a5ae-4a40-ae99-2b9e8adcb883,Los Angeles,472683.0,,1.0,1.0,3.0,True,False,,2023-08-04,,Michael Brown,douglas68@example.org,001-289-317-0686x63944,False
d9d0cfbb-7d91-485b-9a9d-f240b9016e7e,,,,2.0,2.0,2.0,,False,First,2023-10-25,,Lynn Jones,richard81@example.org,586-329-0612x92151,True
3e4638ef-1c86-46f4-a5ed-f191697416cb,Miami,,,,2.0,4.0,,True,Third,2024-05-27,Needs Renovation,Melissa Flores,kevin19@example.net,+1-291-428-9322x9225,False
d849e33b-be51-402b-968c-cbb5be58d5bd,San Francisco,,2734.0,2.0,1.0,,True,,Penthouse,2024-04-03,,Steven Romero,gcarroll@example.net,930.577.7563,True
95be5960-ed95-400e-b57f-3c66bfbb3e51,Boston,633537.0,435.0,3.0,1.0,,False,True,Penthouse,2023-02-19,,Amber Gibbs,lsimpson@example.org,279-321-2698x55555,False
