ID,Name,Course,Department,Age,City,Hobby,Allowance,Salary of Parents
188f0973-3e5f-4c0a-b81b-1cabfb9408d8,Yvette Russell,Biology,Science,21,Remote,Cooking,3602.0,85795.0
a86888dc-38ee-4e60-985e-4213ecfd807a,Grace Moore,Biology,Engineering,22,Chicago,Reading,2758.333333333333,73897.0
0bcff9c5-4219-4921-9f55-c1c79d6e9018,John Morris MD,Chemistry,Law,18,Remote,Sports,3455.0,59278.0
dc0bfa09-3099-4273-85dd-44b7c428382b,Barbara Roberts,Chemistry,Arts,24,Chicago,Gaming,3114.6666666666665,138787.0
9b8d6ae2-de93-483c-988f-633de5322132,Cindy King,Information Technology,Business,19,San Francisco,Traveling,2774.333333333333,89816.5
0c3e6fc2-9730-46f9-9387-a1e629d379b9,Kurt Marks,Psychology,Arts,24,New York,Sports,2434.0,40846.0
af9c9360-bb87-4b76-a541-18fc7a1bc247,Stephanie Miller,Mathematics,Health,24,Remote,Gaming,2685.0,71525.0
5fad8098-d1d9-46ad-9b0d-928a83b3a35f,Sandra Keller,Philosophy,Law,23,Houston,Music,2737.0,96012.5
b557866f-9e4b-4c25-806e-66fa155ac33c,Dalton Peterson,Nursing,Engineering,19,New York,Reading,2789.0,120500.0
f56e016d-248a-474a-baa3-bc6ad8a98b8e,Kristin Kelly,Electrical Engineering,Arts,19,Remote,Music,2514.8,106112.5
3f324d86-99f3-48ff-9657-b80f214276ed,Charlene Carr,Nursing,Arts,22,Remote,Gaming,1966.4,77337.5
d9e772c9-8aa3-4380-b504-6b7b01e61410,Michael Sloan,Psychology,Engineering,18,San Francisco,Sports,1418.0,69150.33333333333
0c7ae8de-4382-4ffb-992c-a5a0a4654c6b,Paul Harrison,Nursing,Arts,19,Los Angeles,Reading,4275.0,75350.66666666667
74b3d14f-d7e4-438b-afe0-21cdaba20546,Evan Dyer,Computer Science,Law,25,New York,Sports,3948.0,123855.0
1592887c-fb1c-4533-890b-fe433f10eb88,Tracy Cochran,Chemistry,Arts,25,New York,Gaming,3556.4,94483.5
ba98d969-d6bc-4267-a4cd-0f100a4149fd,Nicole Bennett,Chemistry,Arts,20,Remote,Sports,3244.8,84693.0
9b92d97c-bcb9-40a1-98af-73ee7ef3522f,Todd Harmon,Computer Science,Science,25,Boston,Cooking,2621.6,90455.0
4294d30a-ae87-45a7-8fea-d053f9fd6556,Brittany Stephenson,Biology,Arts,21,Chicago,Sports,2310.0,126107.0
c9c2b627-7235-4404-ac50-861b1140009b,Robert Richardson,Chemistry,Science,18,Houston,Cooking,1413.0,90118.75
b7bc9cac-da4b-4d2b-8c05-7d8203580b37,Dennis Juarez,Law,Science,19,San Francisco,Gaming,2910.0,107212.0
f54cc51a-4ae3-43d4-909c-d3a41f6b20b7,Katherine Martinez,Chemistry,Science,25,Remote,Music,2296.0,129016.0
da3db307-39c5-4918-b52a-0503e7c6d8a2,Cheryl Clark,Mathematics,Engineering,23,Remote,Cooking,1682.0,114170.5
0f6b3218-897c-49a5-9a04-b6cc8e895e33,Carmen Anderson,Law,Engineering,21,Houston,Gaming,1068.0,99325.0
453fdbe7-9242-46d1-b731-23d592c24dc6,Christina Luna,Physics,Health,22,Houston,Sports,1137.0,133481.0
90b27b45-09c0-4700-a510-49548c08103d,Paige Miller,Business Administration,Health,25,Boston,Sports,4401.0,57371.0
37aee321-765e-49b3-a4c6-1faa0cfc1c99,Trevor Burns,Mathematics,Arts,20,Remote,Traveling,3599.0,42240.0
7b4c8972-3f6c-4cd0-824e-d55d3b7d41cc,Timothy Buck,Computer Science,Business,20,Chicago,Music,3942.5,63856.0
72781772-4ef0-4ce4-a6e7-b2397fa82ebb,Ashlee Jimenez,Psychology,Business,23,New York,Traveling,4286.0,85472.0
c8ce26eb-163c-4764-bfb6-90952597fa91,Jessica Boyd,Chemistry,Science,21,New York,Gaming,1604.0,107088.0
d2827e6d-1eae-4b66-917a-c2906830a7c5,Kelly Macdonald,Philosophy,Arts,19,Houston,Traveling,2799.0,96780.5
45bf0a0c-d542-426a-9e41-e8ed9185f819,Kenneth Beasley,Psychology,Science,18,Houston,Sports,3347.333333333333,86473.0
e2bfb5c2-3acf-4577-9f7e-acf506087c5a,Jesse Holmes,Mathematics,Science,19,Remote,Reading,3895.666666666667,76165.5
1cbc1376-f56e-4c75-b53d-cd10e288f74e,Michael Bullock,Psychology,Business,23,San Francisco,Traveling,3214.0,69946.0
8d9c54c9-95b7-483e-9a67-a36246a07dfe,Joseph Dawson,Mechanical Engineering,Law,25,Boston,Traveling,1984.0,74034.0
e54a7135-d35f-405d-81ac-8ca2acba761a,Heather Riley,Law,Business,25,Boston,Cooking,2301.0,131182.0
a1ccd895-c3c9-4f53-b279-795683598af9,Edward Ortiz,Mathematics,Law,21,New York,Gaming,2618.0,131413.5
1288e199-be16-4f29-82ee-51ee2f099677,Wanda Williams,Business Administration,Engineering,20,Remote,Traveling,2935.0,131645.0
949f1dfd-2e4e-45e6-8842-d58eb4aeb107,Laura Hopkins,Physics,Law,22,Chicago,Sports,2359.0,149459.0
82993db4-3e94-4d88-b5bb-08e928fc0277,Elizabeth Mills,Psychology,Business,23,Boston,Reading,1783.0,144242.16666666666
4056c82f-74bc-4577-9c5d-69406461209a,Edward Guzman,Nursing,Arts,20,Houston,Traveling,3000.0,133808.5
0cc399e7-d905-478d-9d09-e1e34183b416,Robert Lucas,Physics,Engineering,20,Houston,Reading,4107.0,128591.66666666669
42d85bd0-7520-41e4-bfe6-6af4214d41b2,Andrew King,Psychology,Law,21,Remote,Sports,2826.0,55010.5
4ef28469-0e17-464c-a3e0-e47ebce06e7b,Autumn Hayden,Electrical Engineering,Law,23,Remote,Sports,2995.0,35218.0
86fdb7d5-7381-4ca5-8711-7a320e096fae,Brian Matthews,Business Administration,Arts,23,San Francisco,Gaming,2614.5,46796.66666666666
6f4d130b-4219-47b4-b92d-2a00880b6295,Stephen Robinson,Philosophy,Arts,19,New York,Cooking,4612.0,69954.0
2ee5782d-467c-41a7-88f2-bc072e42e4a6,James Acosta,Mechanical Engineering,Health,25,Los Angeles,Sports,3462.0,111542.0
39150f99-7046-4510-b586-ea4e6d38ecf8,James Harris,Biology,Health,23,San Francisco,Sports,3000.0,76591.0
d6202c6c-0dce-4045-b29e-233434e4e3c1,Alexandra Long,Biology,Business,23,Chicago,Cooking,3439.0,69566.0
931f47aa-f3f7-4e97-801d-9ee7bac42973,Charles Parker,Business Administration,Business,21,Boston,Traveling,1196.0,69941.66666666667
2c66efcf-472a-4bec-a09d-a8d3a3035102,Frederick Ross,Business Administration,Business,19,Los Angeles,Cooking,3662.0,107755.0
5319c0b2-8f20-4801-a718-2ef09bb7ce9e,Laura Soto,Law,Business,22,Remote,Cooking,3183.0,62392.0
63b50c9f-e106-4e32-9e22-1efc5eadb369,Austin Nguyen,Biology,Engineering,20,Remote,Sports,2621.0,47271.0
1b7c8524-8d24-4dcf-b8c0-db9f8cf089e4,Paul Scott,Biology,Business,22,Remote,Sports,1023.0,63782.0
6b4fb1f4-025a-4759-8143-715a1149e744,Cheryl Adams,Electrical Engineering,Law,22,Remote,Cooking,1937.3333333333333,44651.0
5038a99a-e78e-49e8-bb33-b868a040e95e,Christopher Martin,Architecture,Engineering,20,Remote,Sports,4878.0,85469.0
bfdd6050-a582-4fe5-a235-f465a3597088,Scott Huynh,Architecture,Health,22,Chicago,Reading,2909.0,92018.0
ddc7f44b-dde6-45a5-8766-b9dbe7078b2d,David Jackson,Business Administration,Science,23,San Francisco,Gaming,4956.0,121522.0
6b5b67a9-42a2-4cfc-b649-34452d3013e3,Michael Williams,Psychology,Engineering,18,Remote,Cooking,2995.0,136274.0
53c082a8-1456-4aa6-b0bc-f00c8146ce8a,Leslie Hoffman,Business Administration,Law,21,Houston,Gaming,1342.2,40219.0
e1007ad7-cde3-49dd-b74a-ebedae654361,Jennifer Diaz,Physics,Health,22,Houston,Gaming,1650.4,116133.0
69b46158-a48c-458e-985e-8a558429022a,Brian Chase MD,Physics,Health,22,Remote,Sports,1958.6,108985.5
50b89a0c-8041-41cd-a638-668123cdcd34,Amanda Ramirez,Electrical Engineering,Law,24,Boston,Gaming,2266.8,101838.0
91b671c9-62d3-4d99-a782-bbf684543a97,Andrew Chambers,Information Technology,Arts,22,Houston,Sports,2575.0,68501.0
5cca76ca-bcda-4fe0-a79a-9670831d3b81,Ashley Brock,Philosophy,Law,25,Los Angeles,Reading,2169.0,138744.5
0bd79a8d-04f3-46fc-8458-bcb6386da671,James Callahan,Biology,Arts,22,San Francisco,Reading,1927.6666666666667,143486.0
d3330815-4b1b-4161-a057-9a15143589ce,Robert Young,Information Technology,Health,22,Boston,Cooking,1445.0,115188.0
de474f23-a231-4cc5-8e9d-2e4e1e1b3cc5,Isabel Murray,Law,Business,24,Houston,Gaming,2227.5,101039.0
dbf20af5-d19e-4567-b800-bddffaabdfc8,James Reid,Physics,Business,24,Houston,Traveling,3010.0,134296.0
180b433a-8b69-4079-8584-8b514706f1b6,Jacob Wood,Mathematics,Science,18,San Francisco,Reading,4544.0,108637.0
a24b193d-bfef-477c-9052-238793b4d4c9,Mark Perez,Nursing,Health,22,Los Angeles,Music,4440.0,130104.0
e4e0d4c9-148d-4517-8cbf-26a3509b7166,David Decker,Chemistry,Law,18,San Francisco,Cooking,4232.0,132925.33333333334
ee788993-93e1-4e23-8c2d-ba79d3eb9a30,Kimberly Koch,Physics,Engineering,18,Los Angeles,Sports,4024.0,135746.66666666666
d96b5823-bf51-4403-b3d9-2f6534b32702,Amber Foster,Architecture,Law,21,Remote,Traveling,3920.0,137157.33333333334
c4da8d99-45d4-4e35-989f-b59ac7f1c475,Jessica Green,Electrical Engineering,Law,18,Houston,Gaming,3352.0,143730.0
be1abfe5-c0ea-4b7f-baad-5544c6258cfd,Chad Evans,Information Technology,Business,18,Remote,Cooking,2644.0,148892.0
658f606d-ec22-4c0c-ac19-9139ae1fc74f,Cynthia Ball,Philosophy,Engineering,23,Boston,Gaming,3034.0,73355.0
4abe311b-a350-4fcc-ae26-229d87465823,Jason Carr,Psychology,Arts,25,Boston,Cooking,3908.0,37792.0
13f3d4af-fd7e-4044-81ec-2b0ed9176548,David Figueroa,Philosophy,Law,18,Chicago,Music,3407.0,54235.0
b7bab3b7-b202-4260-bfaf-b4c881c66873,Jennifer Landry,Mathematics,Science,23,San Francisco,Traveling,2906.0,70678.0
e7734237-3cf4-4537-8623-fdb69e3e80ec,Kimberly Ball,Architecture,Law,25,Los Angeles,Traveling,4818.0,87121.0
3c9379c1-bf9b-4cb6-aa13-ee3d0c32c3ea,Katherine Hamilton,Computer Science,Arts,19,San Francisco,Gaming,4864.0,103564.0
157d6c6f-96fe-4ae4-b896-f5e1f574db0b,Natasha Hamilton,Electrical Engineering,Health,23,New York,Sports,4910.0,102975.0
1a021a0a-deaa-41d2-a601-667dee976d61,Jeremy Smith,Psychology,Business,24,Boston,Gaming,2100.0,97099.0
90800eed-b271-45e0-bb3a-6078aebdb418,Jared Webb,Psychology,Health,19,New York,Traveling,1232.0,50414.0
6c155621-9bba-4c13-8013-22fdbcc6ecb1,Andrew Fisher,Nursing,Engineering,19,San Francisco,Gaming,1481.3333333333333,64665.0
615f9aac-87b7-4115-9bf6-94fe656db3f0,Bradley Mitchell,Electrical Engineering,Law,21,Los Angeles,Cooking,2093.0,38597.0
fd232ac8-8db9-4e08-a42a-be42a82ff987,Christopher Scott,Mechanical Engineering,Law,25,New York,Traveling,3004.5,69476.5
5d0a5467-4ff0-4dba-9441-47be32347bc1,Shannon Carrillo,Philosophy,Law,25,Los Angeles,Traveling,3916.0,100356.0
47055434-9e2e-499c-ab7b-514bc31cee10,Kelli Ware,Physics,Arts,22,San Francisco,Sports,3906.6666666666665,91826.0
fc9ec6dc-4ebe-48c7-8304-e7e593ad93ce,Samantha Gray,Physics,Business,24,San Francisco,Sports,3897.3333333333335,93312.5
84726649-b50f-4be5-812e-ad510de33bf9,Jessica Davis,Information Technology,Law,23,Boston,Traveling,3888.0,94799.0
118abc44-db03-4c54-b55c-54f8fab33376,Kelly Clark,Information Technology,Science,22,Chicago,Reading,4032.428571428572,110083.33333333331
ed6185c1-8368-470f-b0af-71eaa9dc2017,Robert Waters,Psychology,Health,20,Boston,Traveling,4610.142857142857,112650.0
a01f8ca9-c921-435d-af17-749d387d29b1,Anna Cunningham,Nursing,Business,21,San Francisco,Cooking,4899.0,67214.0
02014a42-8126-4bf6-83cd-f04e7814e661,Shawn Doyle,Biology,Business,23,New York,Sports,3405.0,94244.0
bfcbe43d-768c-4278-92f9-70bc2fc32330,Mr. Paul Hernandez,Information Technology,Arts,21,Houston,Traveling,2907.0,74700.0
55404f92-f389-4c36-900d-9dadafcfcc6b,Mindy Bailey,Mathematics,Business,24,San Francisco,Gaming,2500.0,111692.0
c1baef1b-0b03-4422-9529-3e8593e0adb9,Michael Valencia,Electrical Engineering,Science,18,Houston,Gaming,1800.5,105634.66666666669
53b0eadd-00a5-4663-9bd3-421335be183b,Kenneth Daniels,Chemistry,Science,22,Boston,Music,1101.0,99577.33333333331
4cb4d858-c4ca-403f-80cd-dcb8f2ca6533,Zachary Sutton,Mathematics,Law,18,Remote,Music,2373.8,87462.66666666667
428fc93f-2cdf-4902-b2c9-2002a2dc0919,Bryan Collins,Computer Science,Engineering,21,Houston,Traveling,3010.2,81405.33333333334
86788392-68fb-46dd-98a8-9d23cf951248,Cameron Carey DDS,Nursing,Health,19,Chicago,Reading,3646.6,75348.0
869390fa-a59c-48a7-8653-80252d640ae7,Jared Chandler,Mathematics,Science,18,Houston,Gaming,4560.0,63233.333333333336
4bb31c4e-5f1f-42a4-b26c-28b4da06b2aa,Susan Harris,Computer Science,Business,18,San Francisco,Gaming,1704.0,136085.0
9b0a0672-8e9f-45b1-95ee-ac02a0799810,Mr. Aaron Burch,Business Administration,Health,25,New York,Sports,2160.0,131444.8
d122865e-f595-4b1b-b1a2-2409f3d919c1,Jennifer Cooper,Philosophy,Arts,22,Los Angeles,Traveling,2249.1111111111118,126804.6
42760940-6970-482e-b1c9-e4f04a39d809,Sara Nunez,Mathematics,Health,18,San Francisco,Traveling,2427.333333333333,117524.2
217bd7a9-4362-4fb7-ab16-0d2c56477271,Allison Ferrell,Mathematics,Arts,22,Chicago,Music,2516.4444444444443,112884.0
a35f8bd1-49f2-4271-88d7-981736f437ff,Warren Miller,Architecture,Engineering,25,Chicago,Reading,2783.777777777778,53976.0
f1fb7144-72dc-461f-a92e-5274383e8cb0,Jose Harrington,Philosophy,Arts,20,Boston,Gaming,2962.0,74459.0
f4ac82d4-7db6-40bf-8f2d-e6ad5bd6dd60,Christina Becker,Business Administration,Health,22,New York,Cooking,4747.0,66727.0
3c3e2407-9c19-4bf5-af58-509726d8fbf8,Brandy Mcmahon,Mathematics,Engineering,21,Los Angeles,Gaming,1268.0,58995.0
97997121-069a-4524-9ce5-8ff001689e66,Chase Cooper,Nursing,Arts,23,San Francisco,Gaming,1862.6666666666667,37390.5
14bd3363-39d0-41f9-b84c-beb8aa4b8fc2,Steven Cole,Mathematics,Science,23,New York,Music,1724.3333333333333,31250.0
9d7e5002-4c6f-48ec-b3ae-569f21200622,Michael Jordan,Philosophy,Health,18,Houston,Sports,1586.0,60871.0
92430fb5-356c-4616-a8da-d169c304c90b,Jennifer Schmidt,Law,Business,21,Houston,Cooking,3065.0,90492.0
ac113eef-0987-4ed2-95ff-d71309112858,Omar Yu,Nursing,Science,18,Remote,Traveling,2592.0,120113.0
33ffa50a-b73f-4243-bd25-a330e9e7026b,Timothy Fields,Law,Engineering,18,Boston,Reading,4553.0,149734.0
5841bda6-1422-4818-bb39-aa76ee6cc427,Darrell Merritt,Electrical Engineering,Arts,25,Boston,Traveling,2024.0,79638.0
3824509a-546a-44b1-afc2-724890adc9a5,Jennifer Oliver,Psychology,Law,19,San Francisco,Sports,3966.0,68521.0
18a2dfed-c327-412e-ad5c-de220b7bc9f0,Micheal Bishop,Computer Science,Law,24,Chicago,Reading,1203.0,93813.0
097469e0-92f1-460f-a825-f953082504d8,Jordan Lopez,Philosophy,Science,21,Chicago,Sports,2860.5,119105.0
4055056a-00f6-438f-a2f1-0da47ee363ad,Christopher Fox,Business Administration,Law,24,San Francisco,Reading,2734.0,119558.0
cadad222-6040-4fd9-ae7e-8e5e59d98fab,Christopher Robertson,Biology,Business,23,New York,Traveling,3573.4,98335.0
137f7224-6077-4a4d-a27a-480090fcbebd,Julie Robinson MD,Chemistry,Engineering,21,Remote,Sports,3853.2,126022.0
8ce803d5-3b0a-462b-9baf-c3565e7130c1,Joanna Best,Physics,Engineering,18,Houston,Cooking,4133.0,119059.0
1325f1e1-88df-498b-81e9-e8930fc21e7b,Gregory Hawkins,Computer Science,Arts,21,Chicago,Gaming,2617.0,102972.0
cd00be8c-fd80-4f90-acd8-67652011151b,Aaron Gould,Electrical Engineering,Business,25,Chicago,Gaming,2627.0,54711.0
3f6fc67e-21a0-47e1-bf5a-d9bacc3c37a7,Derrick Kennedy,Physics,Business,19,Los Angeles,Sports,3539.0,42077.0
1c76f91b-bdc0-4476-a8ad-fe7d1126b6ca,Christopher English,Nursing,Engineering,19,San Francisco,Sports,3579.0,78128.0
334e16f7-baa1-4f26-b2ab-6e1da77b6ccd,Debbie Miller,Philosophy,Business,21,Houston,Traveling,3619.0,78750.5
621a50e2-741f-4a2f-bd79-f040c82dc0e7,Misty Pearson,Mathematics,Science,19,Chicago,Cooking,2260.0,79373.0
007db536-4838-43a8-9836-5b054358a6d2,Erin Jarvis,Biology,Business,24,San Francisco,Gaming,2094.5,79995.5
8831f2b1-d3c0-4598-ac96-d5fa561d10e1,Breanna Perez,Computer Science,Business,19,Houston,Traveling,4072.0,83473.0
ed28cef8-fbe0-47b2-a6c8-6061583c846a,Kyle Burns,Nursing,Science,19,New York,Music,2582.0,113942.0
47f7e79c-c75f-408b-837e-0110d458b389,Brittany Fernandez,Computer Science,Health,24,Los Angeles,Sports,2902.5,76891.5
d9177004-5e8d-4b1f-81a8-9a582db102c3,Joshua Williams,Physics,Science,23,Remote,Music,3223.0,39841.0
d80b569f-2c72-42d8-8b23-eea295f3838f,Rachel Tucker,Nursing,Arts,19,Boston,Cooking,2978.0,63169.0
c344b094-4df7-4842-a366-fc527f4a9b79,April Craig,Architecture,Health,21,Boston,Cooking,2733.0,86497.0
6b9611e2-94ce-4379-88ba-7ac2529d2cb2,Anthony Baker,Information Technology,Health,20,Remote,Gaming,2623.0,109825.0
1196bcc2-e916-4bd1-8677-f090d5ed499d,Latoya Peters,Computer Science,Business,20,New York,Cooking,2513.0,133153.0
906710a0-50ee-446a-8e8e-f905067a0b7f,Elizabeth Collins,Mechanical Engineering,Engineering,24,Houston,Gaming,2816.0,119313.57142857143
6eb73efe-ffbc-4b67-9b44-5eb97a3ad293,Kevin Whitehead,Business Administration,Arts,18,Boston,Gaming,3617.0,91634.71428571428
5c62a2d7-c085-4d14-89ea-2bec98a6933c,Eric Williamson,Mechanical Engineering,Arts,23,San Francisco,Cooking,1736.0,77795.28571428571
17f6acf1-54a4-46ff-b8e6-011f76df507b,Stephanie Barr,Architecture,Health,23,Los Angeles,Reading,2870.0,63955.857142857145
7b76d2eb-b1d2-4a1a-8aaf-b6eae65b4358,Kim Robinson,Mechanical Engineering,Science,21,Boston,Traveling,2922.0,80615.0
290805e3-53b1-47e8-ba40-94bf1c054f6c,Tammy Rodriguez,Biology,Health,22,San Francisco,Cooking,2637.0,124953.0
a8778053-9b4b-46b1-9765-58e5f76fab68,Jennifer Edwards,Information Technology,Law,19,Remote,Reading,2532.5,88432.5
34d7871b-4a41-4a14-8e6a-a23056d5933b,Douglas Myers,Physics,Science,20,New York,Gaming,3269.0,114437.0
6e36a008-05d6-4a51-93a2-0961ff76d607,Christy Wright,Chemistry,Engineering,19,New York,Cooking,1340.0,53080.0
adbcc00e-5df8-4706-89cf-0ed711d1da1c,Scott Castro,Psychology,Arts,20,Los Angeles,Reading,1540.0,57472.25
1161253e-5d64-49f6-b60a-f8382b231775,Shane Park,Psychology,Engineering,23,New York,Reading,2997.5,66256.75
b3e43a55-6144-4f2a-9d6f-2e99d2d87785,Yvonne Dillon,Business Administration,Law,20,Chicago,Cooking,1335.0,70649.0
f9df2c4d-8b83-489f-9ada-e4a6acf400ec,Joseph Thomas,Mechanical Engineering,Law,18,Chicago,Traveling,2014.5,117465.0
ee53c3fb-8bb1-4151-9839-bd5404567e8f,Lawrence Vasquez,Biology,Engineering,21,Remote,Traveling,3112.0,106746.0
cae0929c-b2ec-4d4d-a134-40554b2ad14c,Annette Thomas,Chemistry,Arts,22,Boston,Music,3968.0,60629.0
c6beb026-277e-423f-b67a-a1bccdb3fade,Melinda Velasquez,Electrical Engineering,Arts,22,Los Angeles,Traveling,3534.5,57258.0
d73dc25d-0bff-4cc8-b7cc-fc54415f0428,David Young,Chemistry,Science,25,New York,Traveling,3493.0,99132.4
837ca5cd-da75-46cf-93cc-97f00cb5fa01,Timothy Anderson,Psychology,Engineering,19,Remote,Cooking,1106.0,114056.0
d0ab8b2a-12d1-44dd-80ce-516aa02e5127,Stephanie Arnold,Business Administration,Science,25,Chicago,Music,2168.0,123614.0
afd2a6d2-bad6-4bad-998b-5d5cba3dd258,Amy Schroeder,Psychology,Law,22,Houston,Music,3230.0,35702.0
329e9da2-9f1c-4697-b607-90e000d3c2dd,Thomas Simpson,Chemistry,Arts,23,Chicago,Music,1072.0,108202.66666666669
bf67b5ec-2d9a-4f4d-a460-c6b6b0a2cf20,Megan Mcgee,Nursing,Business,24,San Francisco,Reading,2536.0,133530.0
32913b56-ed14-42dc-9550-6acb0e9806da,Megan Ray,Law,Health,18,Chicago,Cooking,3268.0,122607.0
eed60dab-bf75-4175-8a7d-b8b1a6a9fa86,Curtis Mason,Law,Science,25,Remote,Reading,2590.0,121347.33333333331
03eda75d-795e-4a5c-99de-6fd502b756fe,Carolyn Chung,Architecture,Health,23,San Francisco,Gaming,3037.0,118013.0
8c71b57a-5ad3-4499-8310-43e4eebbc084,Dawn Payne,Biology,Arts,18,Los Angeles,Reading,2282.0,130411.0
31207a9d-21bb-4bbf-b537-6c7ff4e74e6f,Brandy Bond,Nursing,Law,18,San Francisco,Cooking,1653.0,140272.14285714287
4b413b55-1db0-46c3-abdf-9562c3201760,Justin Hicks,Philosophy,Science,22,Los Angeles,Sports,1755.5,136105.2857142857
44ce4cb8-e321-4a51-aa24-cfa314428907,Anna Rice,Psychology,Law,24,Houston,Sports,1858.0,131938.42857142858
5aff6e2b-b55a-4950-b8d8-e14707b77f12,Brian Rich,Information Technology,Engineering,21,Boston,Sports,2453.0,127771.57142857142
90dd1d31-a44b-4b48-b6ba-c5bf1e77afaa,Scott Downs,Physics,Health,19,New York,Reading,3048.0,123604.71428571428
a4ceb549-9759-48e1-b603-35a3ae3c6bdf,Wendy Martin,Mechanical Engineering,Arts,25,Houston,Reading,3643.0,119437.85714285714
f7a3dc02-281a-4c18-9636-3eec0de52dc1,Mariah Sanchez,Mechanical Engineering,Health,21,Houston,Traveling,3264.0,86164.0
20713c81-73e9-4cd3-9ff9-9aa626883b0b,Christopher Wright,Information Technology,Arts,18,Remote,Gaming,3137.6666666666665,121763.0
12c5fa98-7be3-4da3-b6a6-172ac1ae46ee,Ashley Patel,Biology,Science,23,Los Angeles,Traveling,2885.0,107037.66666666669
4c92ce21-01fe-48eb-b253-b0023b8f3d0c,Robert Holloway,Computer Science,Arts,22,New York,Reading,2714.0,99675.0
b16d1601-0b49-43cf-8c66-59ad228f3baf,Evelyn Velasquez DDS,Law,Engineering,23,Houston,Reading,2543.0,92312.33333333331
b8780616-140c-4deb-b428-341be57ce8fe,Michael Park,Philosophy,Business,18,San Francisco,Traveling,2816.0,84949.66666666666
d3c2566c-d67e-4976-a664-353aabfcb304,Jacob Mora MD,Law,Health,23,San Francisco,Cooking,3089.0,77587.0
82f3df88-7ba4-4841-b875-ac796bb388c3,Michael Elliott,Biology,Engineering,19,Los Angeles,Music,4342.0,130773.0
d5d6cb89-7ae8-4e84-b1e7-6a4aed73fa6b,Henry Nelson,Biology,Engineering,21,Boston,Sports,3208.0,56536.0
7de53b78-ccd2-476e-8423-f470edfeba73,Jason Hughes,Law,Business,20,Chicago,Gaming,2830.0,51884.0
f343bb98-f086-41bd-8d64-d5c9420b48dd,Ronnie Clark,Architecture,Arts,22,New York,Reading,3033.0,74596.0
d633678e-b775-4e4b-8a92-69917a2732df,Mark Baldwin,Biology,Health,21,Boston,Reading,4172.0,97308.0
337b1110-85b0-434a-9562-aadab4e73784,Timothy Rivera,Psychology,Business,25,Los Angeles,Music,3871.0,120020.0
27e3275f-b9de-49f8-9bc2-3cbc581dbd98,Michelle Clayton,Business Administration,Arts,20,Houston,Cooking,1363.0,67414.0
4cdc1ab5-9bd7-4270-999d-f443bf60a7a2,Jennifer Johnson,Mechanical Engineering,Law,20,Remote,Traveling,2125.8,73769.0
735735b0-5b58-4024-ac91-6a178adc8921,Ashlee Perez,Mechanical Engineering,Law,24,Remote,Sports,2507.2,98561.0
799f1889-07f1-4eb4-bc45-b25a45be7630,Matthew Baker,Architecture,Law,21,Chicago,Gaming,2888.6,123353.0
4fc3fa95-b36a-4779-abcb-5d2c32e915f2,Michelle Wright,Information Technology,Engineering,23,New York,Music,2897.0,40619.0
954f71d3-c1ad-4b6e-93e7-8d5039636100,Katie Williams,Biology,Business,23,Boston,Sports,2212.0,148881.0
666c1d9a-e7e8-43b6-bdf1-89792725746f,Kelly Horn,Psychology,Arts,23,San Francisco,Gaming,4927.0,91599.0
