ID,Name,Job Title,Company,Salary,Location,Hire Date,Email,Phone,Department
4c00cd58-ac21-4f0f-ac2e-00261255bb49,Morgan Flores,Sales Executive,Microsoft,,San Francisco,2024-05-25,kimberly98@example.com,970-997-8194x401,Human Resources
ddad7697-1d57-436c-931e-7f6fa740d570,Adrienne Marsh,Data Scientist,,,Paris,2024-08-03,lschultz@example.org,001-264-499-3854x2872,Human Resources
8378df30-498f-4b75-bea2-e50d71c9995f,David Brewer,Sales Executive,Tesla,,San Francisco,2024-01-26,kristy77@example.com,8105896545,
ee0d6e72-784d-42da-9912-d522f16b55ab,April Kim,Sales Executive,,,Berlin,2024-08-24,brownbrittney@example.org,843-345-5658x8070,Product
0fbb3528-c9e8-4b32-825f-031fff44b516,James Mckay,Marketing Manager,Microsoft,89045.0,Berlin,2024-06-26,vcunningham@example.com,(930)913-2092x079,Engineering
694010fa-b958-4e00-9bc9-48030a1ed239,Sarah Anderson,Software Engineer,Apple,94655.0,New York,2024-05-27,christine48@example.com,001-741-312-5386x9289,Marketing
058233de-a58a-46f9-b36a-bac1ce4ab5bd,John Parker,Marketing Manager,Amazon,109796.0,Berlin,2024-01-04,juliawhite@example.com,436-374-0053x91430,Sales
5f9f0a4c-0627-488c-9ae6-f964823f6417,Roy Brown,Software Engineer,Amazon,158407.0,London,2024-05-23,robert45@example.com,751-602-4108x9012,Engineering
e467019a-85cb-40cb-9fcb-e12b40c59a8b,Rachel Woodard,,Facebook,77333.0,Berlin,2024-09-16,tjohnson@example.net,,
92c994e4-8bf9-4e68-becc-f5c51e8de6c5,Jennifer Moore MD,,Facebook,169277.0,,2024-04-07,meyerjenna@example.net,001-422-218-1187x796,Sales
8c172ab3-e502-49c4-bdde-7b46ec758e9b,Anthony Jackson,Software Engineer,Facebook,,,2024-02-12,barbara43@example.com,,Human Resources
2de3d5a9-79eb-4682-bf63-db6a8aae38b8,Heather Stephens,Marketing Manager,,,,2024-08-27,lisali@example.com,(293)248-6662,Human Resources
43034295-dd96-4eb5-8a5f-f0e607cec92e,Rebecca Stewart,Marketing Manager,Tesla,152619.0,Berlin,2024-02-06,pgallagher@example.net,+1-655-514-0032,
c12a7299-c1b7-45cd-91ba-39d59cee9636,Melinda Henry,Data Scientist,,54609.0,Berlin,2024-04-06,garciajeanette@example.org,582-383-6452,
770165a0-9065-4e57-be61-09da72467b93,Barbara Wilson,Software Engineer,Amazon,,San Francisco,2024-02-23,amberbrown@example.org,+1-955-690-5249x18530,
e95dee4e-bd1e-46bb-8339-8536514f270e,Timothy Mcguire,Data Scientist,Facebook,92154.0,Remote,2024-04-17,charlottesmith@example.com,,
70ac5ada-7011-4798-8602-7f1a846f357c,Jason Mcpherson,Product Manager,Google,,London,2024-03-25,benjamin97@example.com,513-953-5281x65098,Product
cd92f8da-1806-482d-9d0d-439ece03b1b5,Theresa Roberson,Software Engineer,,164933.0,Remote,2024-12-07,annejimenez@example.org,(226)219-3847,Human Resources
ff2abd84-6e17-403b-85ff-c5a5837b9459,Nathan Thomas,Product Manager,Facebook,,San Francisco,2024-05-01,heather32@example.com,+1-950-393-6501x6945,Engineering
ff6aebe3-63c3-4f80-bb9c-15b2eb531fe9,Dr. Michael Scott,,Amazon,128126.0,Berlin,2024-02-26,treed@example.net,001-996-268-1205x22615,Marketing
36a4904c-b478-41ab-b042-cf2899132ad1,Trevor Maxwell,Sales Executive,Apple,174733.0,New York,2024-08-21,brownemma@example.net,+1-956-490-9180x77999,
fbc9e0f0-b77d-4ae0-ad24-f6c4288370e4,Steven Soto,Marketing Manager,Google,,Berlin,2024-01-20,martinmelody@example.org,001-626-538-9746x903,Product
690dbe56-dd54-41f5-b9c0-05fd355a27cc,Anita Munoz,Sales Executive,Facebook,74667.0,,2024-01-05,sarah90@example.org,(865)739-1287x192,Marketing
a4993b10-4dc0-4f26-9823-fc81244aed2d,David Bates,,Microsoft,79337.0,Remote,2024-02-16,phamtanya@example.net,001-825-823-1724x00318,
dddc867f-5e7a-4b26-9845-5a0b82bd1687,Maureen Conley,Product Manager,Microsoft,156176.0,Paris,2024-07-21,danielskinner@example.org,6208767071,Sales
eb2fd03c-f2d8-4ddd-ac88-f04d451d149b,Douglas Sims,,Tesla,125845.0,San Francisco,2024-11-27,reneekane@example.com,793.802.0493,Human Resources
eef4da44-6e0d-4842-9b40-a04beaf54473,Nathan Silva,Data Scientist,Google,139878.0,London,2024-07-14,maria37@example.com,237.500.5347x2964,
66c6b60f-3daa-4fb0-bd10-db0326317c3e,Edward Roy,Software Engineer,Tesla,135141.0,Berlin,2024-01-21,jamessalazar@example.org,470-581-1400,Product
4af14813-f704-4ea0-9a2f-2faf8de273e2,Steven Pittman,Product Manager,Tesla,,Paris,2024-08-21,,001-847-604-0174x2839,Sales
4f660de4-6273-40e8-b341-91312722bdd9,Timothy Sharp,,Apple,,Remote,2024-10-17,tmayer@example.org,001-348-638-5353,
918218be-71d0-4d77-8e1f-5a7dd97ebfb1,Sheryl Watson,Marketing Manager,Microsoft,,,2024-08-30,copelandchristopher@example.net,(873)587-7058x228,Engineering
77c39af6-ffe4-42ab-a3e5-86587e128aff,Jesse Vargas,,,,New York,2024-01-01,gsmall@example.net,3594683805,Engineering
2f481b10-98e9-433f-b2c2-2ae72d84e4b7,Samantha Hill MD,Product Manager,Google,,,2024-01-19,scottbaker@example.com,,Engineering
15fbdd0b-9478-400f-a5b3-bb4b2f17339f,Ethan Rodriguez,,Facebook,,Paris,2024-05-08,,001-339-465-6086,Product
b4b91a6f-8b84-47d7-84db-967ee672b4ec,Jesse Gibson,Software Engineer,Amazon,163292.0,Paris,2024-07-29,jensenfelicia@example.org,(527)781-4070x91012,Sales
10ddaf24-3884-4d22-b24a-b8a4c649a2cb,Heather Martin,,Amazon,116411.0,,2024-05-15,victoriacoleman@example.org,+1-871-838-4235x271,
88b6bb3f-2019-4b8f-b3da-880037935338,Donald Soto,HR Specialist,Amazon,,London,2024-03-10,regina63@example.net,,
5ced2165-82b0-4514-989b-5d707e3efce6,Scott Brown,HR Specialist,Apple,133466.0,Berlin,2024-06-06,rodriguezwendy@example.com,462-577-2508,
7faeb7d5-00f7-46ae-ae1e-de3260791724,Ricardo Smith,HR Specialist,Google,,Remote,2024-05-31,cheyennebaxter@example.org,,
d98e4a2b-0cac-4b9f-90e7-f99059acae72,Michael Jones,Product Manager,Microsoft,,Berlin,2024-07-01,felicia52@example.com,(892)639-2171,Product
de9514af-9d31-4b3e-8792-b0aed7be10a5,Sabrina Rush,Product Manager,Google,193379.0,Paris,2024-01-12,hollowayrobert@example.com,,Engineering
9431cb74-e1ca-45a3-b18e-da8bfce5a4fb,Patricia Smith,Marketing Manager,Tesla,67840.0,,2024-02-06,jensenwilliam@example.com,307.943.8309,Product
3f4e8fdc-870e-42e4-be7d-b5dce7f42b00,David Gillespie,Software Engineer,Apple,98401.0,Remote,2024-01-07,haley11@example.com,(488)524-1649x1754,Human Resources
aefd2b50-5637-4265-9fd4-5c8e35592156,Caitlyn Mendez,Product Manager,Microsoft,73160.0,Remote,2024-01-27,tberg@example.org,590.493.5877x1363,
a3f111d4-4eb0-4d36-8d5f-3691c6f5a786,Dennis Atkins,,Google,,Remote,2024-10-01,christophersmith@example.com,665.375.5424x835,Sales
6fae0ecb-5a2c-4c02-8644-d00cf8358792,Tara Vega,Data Scientist,Amazon,,Berlin,2024-11-10,,3165101919,
5b160801-1769-4ffa-938c-02643c9eb236,Amanda Jackson,Data Scientist,Amazon,172577.0,Paris,2024-05-21,markkim@example.org,+1-440-449-7657,Product
e9bb03cf-94a2-488c-bdf8-6c9b497dc6b0,Charles Williams,,Tesla,,Remote,2024-07-16,jared22@example.net,860.711.8068x3483,Engineering
507e26bb-ca44-4f29-a4d9-79b78906fb85,Jennifer Young,,Apple,,San Francisco,2024-09-02,jerry24@example.org,+1-518-427-5943x09244,Product
6331ce10-ff38-49ed-9a1b-3215efb5e943,Bonnie Oliver,Marketing Manager,Tesla,,,2024-08-07,ingrammatthew@example.org,(817)478-5337x305,Sales
093391a8-4cf7-45cc-aa80-31bf5c802bc4,Brian Pena,Sales Executive,Facebook,,San Francisco,2024-08-15,tammytran@example.org,618.878.6437,
d8d5ec96-f80b-4a00-8516-cab2d90e9229,Kelsey Henry,Sales Executive,Google,,Remote,2024-01-26,michael89@example.com,583.663.3910x153,Sales
59b4b2e9-fd19-494d-bc31-64581f492b17,Keith Douglas,Sales Executive,Microsoft,,London,2024-11-04,taylordodson@example.net,001-683-600-7086x61901,Engineering
1c3d3bbf-1a40-440c-975b-782762746a4b,Brittany Evans,Sales Executive,,,New York,2024-08-30,virginia07@example.net,331.797.1445x09409,Engineering
7c34dee5-7e71-493c-af04-12010fc5dab5,Joseph Smith,Sales Executive,Microsoft,78538.0,New York,2024-12-07,joneschristopher@example.org,,Sales
68349fcd-1244-4cbe-9009-04427f4d949e,Mark Hamilton,Sales Executive,Google,,San Francisco,2024-04-24,nedwards@example.com,587.343.4677,Engineering
783e4c50-8ed6-4d84-96e2-6f5a53325966,Robert Murphy,,,187243.0,New York,2024-03-02,renee36@example.org,001-614-548-9105x01577,Marketing
cfa0c450-21a1-4696-b50a-3451f3460051,Anne Molina,,Tesla,,Remote,2024-02-15,,389-292-8844x0660,
03da9bec-970e-4593-b7f9-2664c8d4c4a2,James Davis,Sales Executive,Tesla,165311.0,London,2024-08-23,,228.268.7133x624,Marketing
294dc958-f4d0-40f2-b711-c2c773c3ce5d,Nancy Davis,Data Scientist,Google,165475.0,San Francisco,2024-08-11,hmartinez@example.net,682.586.1959,Engineering
c94a5d3f-7d34-4d08-9f89-a417ac950dbd,Daniel Ramos,Software Engineer,Apple,157333.0,,2024-07-04,kelleybeth@example.net,,Marketing
fd16b41d-5244-4de7-8635-c3a5ef695030,Adam Williams,,Apple,,,2024-07-14,christinasantos@example.net,788-430-7354,Marketing
5c10e4e2-7305-4640-9abd-1b9715ad28c8,Frank Estrada,Data Scientist,Apple,,,2024-03-18,allisonaaron@example.org,+1-566-260-5498x8265,Product
40ee562e-62c9-44be-a730-b9f1cb74124a,Cameron Moore,Product Manager,Google,155605.0,Paris,2024-11-12,vwilliams@example.net,(580)275-8577,
498885c4-aba7-4b6e-89b5-72ba6dfc3ca9,Peggy Klein,Product Manager,,,Remote,2024-01-17,zjohnston@example.org,(218)656-3955x20509,Product
4335a711-f8ca-445f-b567-6b6d170e0cc5,Brian White,,Tesla,,Remote,2024-08-25,imeyer@example.net,882-750-0210x135,Sales
12b7e41d-acf5-4ec1-9ca9-e3f626aa4373,Christina Lewis,Marketing Manager,Apple,,Berlin,2024-01-10,jasoncox@example.com,230-468-9434,Engineering
f4f70e83-1d67-452d-8f1b-2c535ebd5232,Marcus Robinson,,Microsoft,,London,2024-11-09,,390-841-8133,
debf1c0c-623f-4fc0-b23b-95be557888b9,Thomas Nichols,HR Specialist,Facebook,,Paris,2024-10-24,joseph77@example.com,+1-246-671-0570,Product
a64aec71-7db8-44b6-860f-821f8d44a9d7,Scott Skinner,HR Specialist,Amazon,,Berlin,2024-11-19,dylankelley@example.com,001-391-763-9058x8850,
f92bfc5a-14af-4c53-aca2-2eb64d999de6,Steven Benson,,Amazon,,San Francisco,2024-01-16,joneselizabeth@example.org,001-318-584-4887x388,Human Resources
6de26b8b-6f0a-4719-828c-a54d5e80b580,Brian Long,Data Scientist,,,Paris,2024-09-09,wpowell@example.net,(992)870-7792x0903,Marketing
afac0f7e-9f49-4cc3-9f68-ddbcdf440a29,Timothy Coleman,,,,London,2024-10-30,,,Sales
19173d7e-31a4-4bf3-9ebd-6c6502acc39c,Michael Jones,Software Engineer,Google,145898.0,San Francisco,2024-07-05,stephenerickson@example.com,+1-365-478-0228x80310,Sales
cd784af8-fa1a-400f-84d9-060998209d6f,Michael Hill,Product Manager,Google,188286.0,Paris,2024-12-08,usingleton@example.com,+1-849-729-8970x3719,
fe601f2a-22c8-40d6-83b5-7ee901c18a00,Brandon Shelton,,,63860.0,London,2024-10-05,michael11@example.net,(259)770-1968x84963,Human Resources
913694b0-ccb9-4da3-84e0-9523b7f50374,Phillip Rangel,Sales Executive,Microsoft,113428.0,,2024-11-24,krausesharon@example.com,+1-399-592-0014,Engineering
97286ca5-98cd-4e04-b218-65497b4694d7,Lucas Hudson,Product Manager,Facebook,145582.0,Berlin,2024-03-07,,715.805.2567x02460,
9e5d564d-5521-41c1-a153-ee7b6aa07c36,Carolyn Bentley,Sales Executive,Amazon,,Berlin,2024-02-17,alyssa25@example.org,(223)550-9202,Product
cef8c59b-d123-48ee-869e-bf6d8d5ff2d9,Alejandro Nguyen,HR Specialist,,,Paris,2024-02-29,gwilliamson@example.org,(843)811-2674,
59bd1200-4769-459a-8639-b913e61d4170,Eric Lee,Software Engineer,Google,,,2024-08-28,samuel84@example.org,332-662-9993x47202,Marketing
308ebf68-a77b-4d60-b88b-2544d63412c2,William Lopez,Product Manager,Tesla,149487.0,,2024-01-19,vthornton@example.org,+1-847-443-7578x9051,Human Resources
e15b49a3-bd0d-43ef-92b6-1e1121a84ab5,Sharon Dean,Data Scientist,Amazon,93314.0,San Francisco,2024-05-16,donald06@example.org,573.271.4893x353,Product
2d34c24a-8d85-4ee3-9006-7df8c5e1017f,Mr. David Holland,Data Scientist,Google,194351.0,London,2024-11-19,cparsons@example.net,(201)663-6587x94328,Marketing
c63b6634-84df-4f67-a34c-6994783863c1,Nichole Jackson,Data Scientist,Apple,,San Francisco,2024-09-15,eric39@example.com,001-253-463-7432x5011,
76fcfe1f-a1b8-4da2-917c-883f925cec3d,Jon Hamilton,Data Scientist,Facebook,176211.0,Berlin,2024-09-09,audrey78@example.com,459.956.6588x29793,Product
e79d8259-3217-402f-985e-c8b7db4e77f6,Donald Benton,Sales Executive,Facebook,,Paris,2024-07-21,justinkent@example.org,(403)398-8997x3764,Human Resources
8cf9e5b9-8f6d-4a16-84bc-ab0d1be9d749,Troy Duncan,,Apple,172492.0,Paris,2024-02-14,mariahurst@example.net,671-904-7122,Sales
f26880f4-471a-43e5-a866-ec085b2814ae,Alexandra Wright,Data Scientist,,,San Francisco,2024-04-08,veronica29@example.net,231.323.5298x566,
22f695b3-47bf-4ac9-bcbc-3b773121ee24,Christina Martin,,Facebook,164602.0,Paris,2024-02-16,lisa17@example.net,461.512.9722,Product
8ed8e103-cc40-4e56-acfa-a33744bbbb83,Jennifer Miller,HR Specialist,Microsoft,,,2024-07-04,xrhodes@example.net,(328)352-4684,Sales
d99358fc-16f1-49cc-b458-dc1d54a22965,Erika Jones,Product Manager,Amazon,,Remote,2024-07-24,charles83@example.net,980-631-8069x94629,Sales
